Product Id,Product Name,Active (Product),Product Family,N&ET Product,N&ET Family,Business Unit
01t0B000003AbNx,ANSYS medini analyze enterprise - TECS,1,Medini,1,Systems,CPBU
01t0B000003AbNy,ANSYS medini connectivity package - Lease,1,Medini,1,Systems,CPBU
01t0B000003AbNz,ANSYS medini connectivity package - Paid-Up,1,Medini,1,Systems,CPBU
01t0B000003AbO0,ANSYS medini connectivity package - TECS,1,Medini,1,Systems,CPBU
01t0B000003AbO1,ANSYS medini analyze Enterprise for Semiconductors - Lease,1,Medini,1,Systems,CPBU
01t0B000003AbO2,ANSYS medini analyze Enterprise for Semiconductors - Paid-Up,1,Medini,1,Systems,CPBU
01t0B000003AbO3,ANSYS medini analyze Enterprise for Semiconductors - TECS,1,Medini,1,Systems,CPBU
01t0B000003AbO4,ANSYS medini analyze DC Configurator - Lease,1,Medini,1,Systems,CPBU
01t0B000003AbO5,ANSYS medini analyze DC Configurator - Paid-Up,1,Medini,1,Systems,CPBU
01t0B000003AbO6,ANSYS medini analyze DC Configurator - TECS,1,Medini,1,Systems,CPBU
01t0B000003Ad22,ANSYS SCADE Suite Advanced Modeler Seat - Paid-Up,1,SCADE,1,Systems,SBU
01t0B000003Ad27,ANSYS SCADE Suite Advanced Modeler Seat - TECS,1,SCADE,1,Systems,SBU
01t0B000003Ad2C,ANSYS SCADE Suite Advanced Modeler Seat - Lease,1,SCADE,1,Systems,SBU
01t0B000004vodL,ANSYS Academic Research Electronics HPC Workgroup 8192 - TECS,1,ACADEMIC RESEARCH,0,,EBU
01t0B000004vodM,ANSYS Academic Research Electronics HPC Workgroup 4096 - Lease,1,ACADEMIC RESEARCH,0,,EBU
01t0B000004vodO,ANSYS Academic Research Electronics HPC Workgroup 4096 - TECS,1,ACADEMIC RESEARCH,0,,EBU
01t0B000004vodP,ANSYS Academic Research HPC Workgroup 4096 - Lease,1,Academic,0,,FBU
01t0B000004vodQ,ANSYS Academic Research HPC Workgroup 4096 - Paid-Up,1,Academic,0,,FBU
01t0B000004vodR,ANSYS Academic Research HPC Workgroup 4096 - TECS,1,Academic,0,,FBU
01t0B000004vodS,ANSYS Academic Research HPC Workgroup 8192 - Lease,1,Academic,0,,FBU
01t0B000004vodT,ANSYS Academic Research HPC Workgroup 8192 - Paid-Up,1,Academic,0,,FBU
01t0B000004vodU,ANSYS Academic Research HPC Workgroup 8192 - TECS,1,Academic,0,,FBU
01t0B000004vodV,ANSYS Academic Research HPC Workgroup 16384 - Lease,1,Academic,0,,FBU
01t0B000004vodW,ANSYS Academic Research HPC Workgroup 16384 - Paid-Up,1,Academic,0,,FBU
01t0B000004vodX,ANSYS Academic Research HPC Workgroup 16384 - TECS,1,Academic,0,,FBU
01t0B000004vodY,ANSYS Academic Research HPC Workgroup 32768 - TECS,1,Academic,0,,FBU
01t0B000004vodZ,ANSYS Academic Research HPC Workgroup 32768 - Paid-Up,1,Academic,0,,FBU
01t0B000004voda,ANSYS Academic Research HPC Workgroup 32768 - Lease,1,Academic,0,,FBU
01t0B000004vodc,ANSYS Academic Research Electronics HPC Workgroup 8192 - Lease,1,ACADEMIC RESEARCH,0,,EBU
01t0B000004vodd,ANSYS Academic Research Electronics HPC Workgroup 16384 - TECS,1,ACADEMIC RESEARCH,0,,EBU
01t0B000004vodf,ANSYS Academic Research Electronics HPC Workgroup 16384 - Lease,1,ACADEMIC RESEARCH,0,,EBU
01t0B000004vodg,ANSYS Academic Research Electronics HPC Workgroup 32768 - TECS,1,ACADEMIC RESEARCH,0,,EBU
01t0B000004vodi,ANSYS Academic Research Electronics HPC Workgroup 32768 - Lease,1,ACADEMIC RESEARCH,0,,EBU
01t0B00000511vv,ESSS Rocky Academic Associate (1 task) 8 cores - Paid-Up,1,Rocky Academic,1,Rocky,DEM
01t0B00000511vw,ESSS Rocky Academic Associate (1 task) 8 cores - TECS,1,Rocky Academic,1,Rocky,DEM
01t0B00000511vx,ESSS Rocky Academic Associate (1 task) 8 cores - Lease,1,Rocky Academic,1,Rocky,DEM
01t0B00000511vy,ESSS Rocky Academic Associate (1 task) 16 cores - Paid-Up,1,Rocky Academic,1,Rocky,DEM
01t0B00000511vz,ESSS Rocky Academic Associate (1 task) 16 cores - TECS,1,Rocky Academic,1,Rocky,DEM
01t0B00000511w0,ESSS Rocky Academic Associate (1 task) 16 cores - Lease,1,Rocky Academic,1,Rocky,DEM
01t0B00000511w1,ESSS Rocky Academic Associate (1 task) 32 cores - Paid-Up,1,Rocky Academic,1,Rocky,DEM
01t0B00000511w2,ESSS Rocky Academic Associate (1 task) 32 cores - TECS,1,Rocky Academic,1,Rocky,DEM
01t0B00000511w3,ESSS Rocky Academic Associate (1 task) 32 cores - Lease,1,Rocky Academic,1,Rocky,DEM
01t0B00000511w4,ESSS Rocky Academic Associate (5 tasks) 8 cores - Paid-Up,1,Rocky Academic,1,Rocky,DEM
01t0B00000511w5,ESSS Rocky Academic Associate (5 tasks) 8 cores - TECS,1,Rocky Academic,1,Rocky,DEM
01t0B00000511w6,ESSS Rocky Academic Associate (5 tasks) 8 cores - Lease,1,Rocky Academic,1,Rocky,DEM
01t0B00000511w7,ESSS Rocky Academic Associate (5 tasks) 16 cores - Paid-Up,1,Rocky Academic,1,Rocky,DEM
01t0B00000511w8,ESSS Rocky Academic Associate (5 tasks) 16 cores - TECS,1,Rocky Academic,1,Rocky,DEM
