"Product Id","Product Name","Active (Product)","Product Family","N&ET Product","N&ET Family","Business Unit"
01tN5000007Sp4w,"SPEOS FOR SOLIDWORKS FAR INFRARED EXTENSION - LEASE",1,SPEOS,0,,EBU
01tN5000007Sp4x,"SPEOS FOR SOLIDWORKS FAR INFRARED EXTENSION - PAID UP",1,SPEOS,0,,EBU
01tN5000007Sp4y,"SPEOS FOR SOLIDWORKS FAR INFRARED EXTENSION - REGIONAL WAN FEE",1,SPEOS,0,,EBU
01tN5000007Sp4z,"SPEOS FOR SOLIDWORKS FAR INFRARED EXTENSION - SITE-BASED WAN FEE",1,SPEOS,0,,EBU
01tN5000007Sp50,"SPEOS FOR SOLIDWORKS OPTICAL DESIGN OPTIMIZER - GLOBAL LEASE",1,SPEOS,0,,EBU
01tN5000007Sp51,"SPEOS FOR SOLIDWORKS OPTICAL DESIGN OPTIMIZER - GLOBAL WAN FEE",1,SPEOS,0,,EBU
01tN5000007Sp52,"SPEOS FOR SOLIDWORKS OPTICAL DESIGN OPTIMIZER - PAID UP",1,SPEOS,0,,EBU
01tN5000007Sp5B,"UDF LICENSE - PAID UP",1,"Customization Products",0,,FBU
01tN5000007Sp5C,"WAN ACCESS FEE (DO NOT USE FOR REVENUE ORDER) - LEASE",1,"WAN Access Fee",0,,EBU
01tN5000007Sp5D,"JT EXPORT - REGIONAL WAN FEE",1,EnSight,0,,FBU
01tN5000007Sp5E,"JT EXPORT - GLOBAL WAN FEE",1,EnSight,0,,FBU
01tN5000007Sp5F,"ANSYS MEDINI UNITE (NODE) - PAID UP",1,Other,0,,CPBU
01tN5000007Sp5G,"ANSYS SCADE SUITE SSM (ESTEREL)",1,SCADE,0,,SBU
01tN5000007Sp5H,"ANSYS SCADE SUITE EDITOR - LEASE",1,SCADE,0,,SBU
01tN5000007Sp5I,"ANSYS SCADE SUITE EDITOR (ESTEREL) - LEASE",1,SCADE,0,,SBU
01tN5000007Sp5J,"ANSYS SCADE SUITE MODELER SEAT - LEASE",1,SCADE,0,,SBU
01tN5000007Sp5K,"ANSYS SCADE SUITE MODELER SEAT (ESTEREL) - LEASE",1,SCADE,0,,SBU
01tN5000007Sp5L,"ANSYS SCADE SUITE SIMULATOR - LEASE",1,SCADE,0,,SBU
01tN5000007Sp5M,"ANSYS SCADE SUITE SIMULATOR (ESTEREL) - LEASE",1,SCADE,0,,SBU
01tU0000000pfwO,"ANSYS HPC Pack",1,HPC,0,,FBU
01tU0000000pfwR,"ANSYS HPC",1,HPC,0,,FBU
01tU0000000pfwU,"ANSYS HPC Workgroup 128",1,HPC,0,,FBU
01tU0000000pfwX,"ANSYS HPC Workgroup 256",1,HPC,0,,FBU
01tU0000000pfwa,"ANSYS HPC Workgroup 512",1,HPC,0,,FBU
